准考證號,國文,英文,數學,自然,社會
6261,89,41,39,66,78
6262,86,66,71,44,82
6263,89,90,12,49,77
6264,76,60,22,59,69
6265,64,47,40,62,84
6266,76,75,0,84,86
6267,71,54,25,49,88
6268,82,100,55,71,68
6269,81,65,47,47,90
6270,68,84,37,80,80
6271,68,35,0,31,75
6272,75,34,22,86,72
6273,79,91,12,79,81
6274,88,80,34,43,83
6275,68,96,21,53,82
6276,67,47,67,77,78
6277,73,57,18,79,89
6278,58,46,15,64,78
6279,70,41,26,55,77
6280,65,12,61,75,74
6281,72,45,39,87,90
6282,71,66,100,72,65
6283,75,64,5,62,88
6284,68,51,47,64,78
6285,59,59,44,33,70
6286,80,53,42,66,63
6287,76,85,75,83,82
6288,95,40,36,39,82
6289,68,28,30,45,74
6290,56,90,0,85,85
6291,79,62,0,28,78
6292,78,100,19,68,78
6293,71,40,13,68,81
6294,63,33,52,43,94
6295,65,100,11,40,54
6296,100,65,52,63,77
6297,66,50,62,53,67
6298,82,83,45,61,80
6299,76,48,0,37,72
6300,74,62,18,74,84
6301,75,72,74,45,81
6302,57,61,21,29,73
6303,77,52,80,24,73
6304,73,77,23,58,66
6305,66,86,19,54,85
6306,66,76,34,61,80
6307,87,64,20,79,72
6308,69,33,56,46,83
6309,69,82,7,50,73
6310,77,75,35,24,84
6311,74,80,28,55,84
6312,84,45,7,63,91
6313,71,58,82,45,77
6314,70,85,83,32,89
6315,94,100,83,55,68
6316,79,71,80,55,88
6317,91,48,19,88,80
6318,55,91,3,40,77
6319,80,77,25,45,72
6320,77,100,34,84,72
6321,80,44,27,46,83
6322,90,67,54,67,90
6323,69,78,39,73,83
6324,78,61,64,78,76
6325,83,15,27,24,89
6326,73,81,34,41,85
6327,93,47,35,21,76
6328,76,97,70,59,95
6329,91,56,13,38,89
6330,83,82,16,25,92
6331,89,61,72,71,76
6332,75,99,0,56,69
6333,76,67,0,28,58
6334,71,49,51,67,90
6335,67,52,48,72,80
6336,79,68,5,50,85
6337,85,48,63,59,84
6338,68,93,54,60,64
6339,68,100,31,76,69
6340,73,73,13,53,76
6341,71,67,65,63,93
6342,61,83,42,73,75
6343,60,69,70,37,82
6344,73,67,71,59,72
6345,88,56,62,63,85
6346,71,42,8,62,85
6347,80,88,76,84,82
6348,61,27,20,59,76
6349,74,30,37,70,86
6350,67,41,69,57,90
6351,80,67,27,44,83
6352,86,49,3,57,64
6353,85,46,42,40,79
6354,66,23,50,38,66
6355,78,58,46,78,75
6356,70,49,38,42,82
6357,68,77,79,35,77
6358,70,50,33,28,83
6359,59,63,9,53,81
6360,60,63,26,69,72
6361,70,89,50,41,71
6362,75,100,43,37,70
6363,84,68,0,87,72
6364,47,51,86,47,85
6365,68,81,100,27,59
6366,70,53,2,77,89
6367,69,63,48,54,83
6368,89,81,58,34,58
6369,78,47,53,41,92
6370,54,80,43,71,86
6371,73,68,90,73,74
6372,80,29,58,41,77
6373,77,93,22,97,88
6374,69,68,27,81,72
6375,63,31,33,67,92
6376,79,80,64,58,84
6377,93,45,24,77,91
6378,77,53,30,48,80
6379,60,43,55,49,85
6380,67,32,8,42,72
6381,79,64,22,37,73
6382,59,100,0,75,90
6383,56,96,35,63,83
6384,81,61,27,93,70
6385,82,7,10,69,76
6386,88,80,66,98,81
6387,80,59,42,74,72
6388,69,56,11,75,79
6389,77,60,52,65,89
6390,69,61,24,67,76
6391,76,59,64,29,66
6392,77,100,100,61,85
6393,77,52,53,63,79
6394,79,53,25,68,78
6395,53,83,0,67,73
6396,59,16,78,78,80
6397,70,100,34,58,79
6398,59,55,62,81,94
6399,71,78,97,8,75
6400,66,86,55,42,70
6401,73,50,52,50,74
6402,74,61,57,50,76
6403,82,64,78,70,68
6404,77,41,9,20,90
6405,67,57,69,54,91
6406,76,52,62,76,79
6407,79,84,50,71,78
6408,78,73,55,58,80
6409,82,47,36,85,73
6410,65,91,49,75,72
6411,65,87,100,24,80
6412,72,63,71,35,72
6413,76,68,61,75,76
6414,74,95,87,85,85
6415,79,14,71,66,82
6416,80,71,29,77,66
6417,68,64,66,66,84
6418,78,41,15,85,79
6419,83,60,23,56,88
6420,69,32,71,72,72
6421,72,58,13,56,61
6422,75,44,0,40,80
6423,100,100,24,63,86
6424,69,75,93,50,74
6425,67,78,50,45,76
6426,77,31,35,94,74
6427,75,82,5,46,99
6428,70,73,0,39,78
6429,77,100,76,56,70
6430,75,76,77,100,70
6431,62,55,64,54,78
6432,67,42,83,51,89
6433,88,61,96,67,87
6434,85,78,0,68,83
6435,77,51,67,38,80
6436,84,0,35,54,87
6437,75,97,7,83,80
6438,82,34,59,53,84
6439,81,100,0,50,84
6440,82,36,42,27,83
6441,89,82,100,49,71
6442,58,95,68,73,74
6443,78,45,22,66,76
6444,74,100,63,83,81
6445,87,44,12,54,74
6446,90,84,40,52,83
6447,72,36,34,74,82
6448,98,38,57,42,92
6449,65,52,84,61,65
6450,73,77,8,25,80
6451,78,74,68,74,84
6452,92,72,20,60,82
6453,73,75,63,29,76
6454,80,100,68,23,89
6455,95,73,40,30,87
6456,70,97,68,68,79
6457,58,45,27,37,82
6458,79,53,52,61,80
6459,87,100,86,81,93
6460,93,57,32,56,74
6461,78,43,21,74,94
6462,62,38,43,62,66
6463,77,16,58,59,72
6464,73,71,39,76,97
6465,64,53,20,60,91
6466,49,49,51,39,68
6467,70,30,53,41,74
6468,81,74,87,75,79
6469,90,27,55,40,87
6470,64,48,62,41,91
6471,82,62,81,41,78
6472,57,100,25,76,77
6473,66,70,51,82,83
6474,50,37,47,69,74
6475,81,78,70,62,78
6476,80,53,63,63,85
6477,77,38,41,42,75
6478,64,82,39,66,68
6479,73,53,11,58,84
6480,79,55,66,61,80
6481,61,100,0,59,81
6482,93,64,48,75,72
6483,65,84,91,35,74
6484,80,78,46,53,82
6485,67,7,52,46,94
6486,58,73,31,88,71
6487,88,35,60,65,82
6488,65,28,26,74,92
6489,87,100,28,100,78
6490,66,67,5,25,67
6491,71,79,5,76,87
6492,72,78,11,100,66
6493,75,100,75,63,73
6494,96,85,59,80,98
6495,72,62,29,85,77
6496,74,68,45,58,70
6497,76,17,40,82,81
6498,71,49,88,54,71
6499,82,92,32,73,81
6500,86,74,55,49,93
6501,84,100,44,97,89
6502,68,42,42,42,77
6503,70,39,55,75,87
6504,87,67,70,44,87
6505,75,40,57,55,74
6506,72,56,59,64,75
6507,88,100,41,42,72
6508,80,61,49,76,74
6509,68,40,32,40,74
6510,71,63,0,42,81
6511,78,51,26,47,81
6512,71,56,67,64,87
6513,71,80,66,58,68
6514,87,0,5,88,84
6515,67,69,54,75,85
6516,69,46,22,55,77
6517,79,17,92,78,80
6518,59,40,0,82,77
6519,90,41,12,53,86
6520,64,35,70,32,74
6521,51,75,45,42,72
6522,74,63,45,68,78
6523,75,56,54,51,86
6524,62,83,13,70,80
6525,86,39,4,60,79
6526,64,100,25,69,68
6527,72,81,60,44,78
6528,80,56,100,70,81
6529,79,71,38,76,74
6530,70,51,54,67,82
6531,69,46,43,87,84
6532,58,58,37,31,86
6533,68,31,80,58,83
6534,86,16,27,69,96
6535,74,49,43,56,69
6536,59,96,39,66,76
6537,78,74,66,69,87
6538,81,96,27,74,67
6539,82,100,35,67,86
6540,75,31,40,53,76
6541,49,100,19,29,82
6542,76,46,30,73,88
6543,67,92,42,38,66
6544,94,35,1,49,69
6545,97,54,24,63,78
6546,75,87,9,36,68
6547,80,43,63,50,65
6548,81,100,21,49,82
6549,74,42,43,49,83
6550,82,78,0,42,80
6551,58,3,15,82,86
6552,67,60,56,64,67
6553,62,50,0,100,65
6554,83,75,53,58,81
6555,67,70,43,47,87
6556,67,61,61,79,87
6557,84,55,28,31,91
6558,49,42,24,62,87
6559,70,92,33,100,75
6560,75,59,50,37,79
6561,64,100,86,57,75
6562,70,71,39,90,75
6563,66,82,43,62,79
6564,62,79,83,53,73
6565,81,50,28,70,81
6566,57,55,54,91,78
6567,78,73,22,30,67
6568,78,57,13,50,79
6569,79,100,0,4,81
6570,81,68,0,49,77
6571,67,78,21,68,83
6572,60,100,67,35,72
6573,92,64,45,29,79
6574,83,100,58,67,74
6575,78,56,24,79,85
6576,61,100,56,89,89
6577,78,95,16,80,83
6578,75,65,19,69,96
6579,74,56,71,43,72
6580,79,12,2,74,72
6581,67,37,34,76,80
6582,62,92,79,89,87
6583,54,83,40,47,96
6584,69,81,90,38,78
6585,80,62,100,60,95
6586,74,76,15,67,81
6587,93,64,68,85,79
6588,42,71,52,70,70
6589,72,47,44,72,90
6590,78,42,14,68,59
6591,60,70,46,41,95
6592,71,71,1,69,89
6593,63,98,24,41,86
6594,82,85,100,36,92
6595,74,53,23,74,66
6596,84,63,96,74,73
6597,81,17,54,61,74
6598,75,73,67,69,73
6599,78,53,0,20,86
6600,62,41,25,64,74
6601,61,84,9,64,70
6602,73,85,16,79,90
6603,51,78,45,33,76
6604,66,100,41,69,72
6605,75,66,29,43,70
6606,79,78,32,44,84
6607,65,86,20,28,71
6608,80,55,17,88,82
6609,63,52,22,57,80
6610,74,49,0,90,83
6611,82,100,87,72,83
6612,63,100,22,63,83
6613,73,71,52,93,95
6614,78,0,49,66,70
6615,83,92,9,76,71
6616,68,100,56,30,81
6617,71,100,29,37,64
6618,68,34,50,63,74
6619,76,52,16,100,100
6620,57,64,41,51,79
6621,63,71,2,9,69
6622,87,63,24,43,91
6623,98,66,51,44,67
6624,90,41,40,40,78
6625,69,100,43,55,73
6626,70,65,13,29,81
6627,73,31,62,39,79
6628,61,44,13,92,67
6629,71,56,31,68,74
6630,85,94,8,52,83
6631,74,55,39,71,84
6632,62,69,25,14,75
6633,75,53,53,77,75
6634,85,64,31,39,74
6635,75,74,31,41,89
6636,85,81,17,81,74
6637,80,9,0,50,73
6638,70,77,16,53,79
6639,91,88,0,61,91
6640,90,72,69,68,91
6641,70,32,17,72,75
6642,78,67,99,0,78
6643,86,56,39,71,81
6644,90,83,18,44,69
6645,75,61,36,75,94
6646,93,80,0,67,59
6647,71,26,14,69,86
6648,89,100,53,87,95
6649,78,81,44,37,56
6650,82,58,69,21,84
6651,78,35,18,60,81
6652,80,70,37,100,87
6653,74,100,24,63,80
6654,83,19,19,51,81
6655,53,100,15,55,67
6656,68,31,36,44,89
6657,82,28,65,32,87
6658,64,18,13,86,81
6659,79,64,2,100,75
6660,91,59,64,91,80
6661,69,67,20,12,88
6662,88,99,75,48,88
6663,71,88,15,54,83
6664,62,65,27,84,75
6665,75,80,11,66,87
6666,74,50,49,25,87
6667,82,64,19,34,70
6668,64,47,0,76,88
6669,75,47,59,69,70
6670,86,75,16,30,73
6671,77,42,14,29,66
6672,97,25,53,89,84
6673,74,100,42,63,68
6674,78,53,0,82,77
6675,79,70,17,53,93
6676,61,62,48,54,68
6677,80,38,73,72,96
6678,53,61,43,42,73
6679,63,76,53,32,92
6680,73,35,44,39,85
6681,59,47,0,58,89
6682,94,47,78,81,66
6683,52,81,74,48,88
6684,62,64,63,36,75
6685,59,96,76,46,80
6686,96,26,21,55,83
6687,86,65,100,48,89
6688,72,60,2,56,79
6689,97,60,0,69,86
6690,66,36,26,52,81
6691,66,74,24,87,74
6692,67,89,40,58,75
6693,74,54,37,26,67
6694,79,41,41,56,74
6695,95,69,37,77,75
6696,89,48,66,42,89
6697,83,88,28,54,76
6698,80,39,34,33,86
6699,72,33,29,59,86
6700,60,76,10,56,84
6701,62,64,75,74,82
6702,87,98,8,60,74
6703,95,76,63,46,79
6704,78,93,52,45,75
6705,91,64,29,68,84
6706,84,34,39,59,68
6707,82,71,44,77,76
6708,82,71,28,72,87
6709,74,19,0,28,69
6710,70,81,33,66,62
6711,72,88,100,66,91
6712,72,87,61,93,71
6713,76,100,43,77,82
6714,84,52,42,56,70
6715,88,52,49,53,79
6716,67,51,66,76,87
6717,80,74,60,69,71
6718,67,73,15,59,87
6719,87,7,15,29,77
6720,71,89,12,55,94
6721,66,61,0,72,69
6722,74,38,56,87,76
6723,78,71,44,44,77
6724,81,55,64,62,89
6725,78,31,72,77,75
6726,83,80,48,68,92
6727,75,37,86,58,81
6728,75,76,13,68,81
6729,71,52,17,67,85
6730,64,52,100,64,82
6731,75,63,7,57,84
6732,70,74,0,34,97
6733,82,94,65,65,67
6734,67,43,21,98,84
6735,98,62,25,55,78
6736,78,88,74,67,65
6737,66,100,51,70,91
6738,69,79,0,88,70
6739,80,40,38,32,84
6740,74,55,24,70,78
6741,66,66,4,61,84
6742,63,94,69,66,71
6743,59,61,26,100,100
6744,75,100,20,32,84
6745,80,83,2,64,79
6746,57,64,0,51,80
6747,88,100,60,66,74
6748,91,35,21,49,96
6749,99,28,19,55,75
6750,66,64,28,57,83
6751,67,98,85,27,80
6752,80,64,63,38,85
6753,59,81,0,41,78
6754,71,42,0,60,83
6755,52,42,45,63,78
6756,78,80,53,49,85
6757,77,89,18,55,78
6758,74,80,55,38,83
6759,76,87,4,48,83
6760,79,37,86,49,77
6761,86,46,64,100,79
6762,52,100,61,34,79
6763,84,85,54,66,70
6764,69,92,61,32,83
6765,76,52,48,25,71
6766,74,81,18,67,84
6767,68,34,50,40,78
6768,72,60,56,84,77
6769,72,68,83,29,93
6770,74,37,79,48,75
6771,61,64,1,76,86
6772,86,37,10,99,91
6773,59,96,19,31,83
6774,84,77,39,40,84
6775,76,66,2,60,79
6776,77,78,14,53,70
6777,63,87,18,23,71
6778,56,57,31,63,83
6779,71,43,1,42,84
6780,73,82,27,66,76
6781,80,33,75,80,57
6782,78,61,20,94,67
6783,91,71,42,73,81
6784,61,79,74,32,67
6785,65,53,65,43,84
6786,81,55,71,89,75
6787,74,73,51,64,89
6788,75,26,46,76,65
6789,76,54,69,47,88
6790,64,85,38,50,86
6791,81,53,52,37,68
6792,79,78,32,70,73
6793,83,45,26,68,85
6794,83,100,53,77,77
6795,68,51,0,56,71
6796,64,84,37,85,66
6797,88,61,25,76,87
6798,79,75,32,30,81
6799,69,2,32,23,82
6800,72,55,77,55,88
6801,71,45,55,44,95
6802,71,88,10,100,83
6803,80,16,30,57,78
6804,81,89,64,56,75
6805,67,81,73,76,83
6806,88,71,84,90,94
6807,84,100,45,79,85
6808,79,87,60,76,80
6809,56,69,73,65,75
6810,68,100,5,43,85
6811,63,91,49,56,78
6812,56,60,43,81,95
6813,78,44,79,70,73
6814,81,62,48,20,81
6815,61,53,0,100,84
6816,68,52,38,88,82
6817,86,52,57,38,71
6818,86,100,0,62,76
6819,92,82,64,91,79
6820,87,60,69,77,78
6821,61,100,91,46,79
6822,71,49,38,70,77
6823,66,100,27,73,74
6824,73,77,22,42,64
6825,76,52,50,71,71
6826,71,53,21,40,81
6827,71,23,73,34,76
6828,79,63,68,68,63
6829,63,62,81,75,73
6830,85,33,45,42,86
6831,58,92,22,73,78
6832,85,95,34,64,92
6833,61,53,46,85,87
6834,75,65,0,43,80
6835,75,24,66,35,94
6836,73,32,89,64,80
6837,91,87,0,52,71
6838,85,78,58,22,75
6839,72,71,76,40,71
6840,74,35,21,35,58
6841,82,56,0,34,82
6842,65,43,0,80,82
6843,72,100,0,57,64
6844,55,87,31,71,83
6845,76,82,49,72,84
6846,79,89,35,75,83
6847,68,76,53,84,85
6848,61,79,40,50,83
6849,68,41,58,78,82
6850,70,63,53,26,76
6851,57,100,100,60,75
6852,69,61,52,80,83
6853,71,80,12,82,87
6854,72,92,20,72,75
6855,61,50,20,74,93
6856,53,50,69,63,87
6857,77,84,41,51,89
6858,77,70,44,26,74
6859,63,25,28,71,80
6860,50,4,51,69,81
6861,50,39,100,69,87
6862,64,67,26,55,73
6863,66,100,49,43,82
6864,81,51,53,76,72
6865,87,83,20,60,91
6866,83,17,48,65,80
6867,63,100,0,48,88
6868,69,86,61,15,85
6869,85,74,17,53,77
6870,81,77,78,100,82
6871,70,82,37,73,92
6872,77,21,14,65,69
6873,93,100,53,87,83
6874,70,27,42,34,81
6875,81,64,57,61,73
6876,67,85,32,99,78
6877,86,46,38,67,86
6878,86,54,55,90,77
6879,88,100,81,84,96
6880,70,48,70,66,79
6881,75,77,28,77,82
6882,77,100,59,87,72
6883,71,27,10,100,90
6884,84,65,21,42,88
6885,62,67,9,81,89
6886,75,50,47,78,81
6887,74,62,68,35,68
6888,78,66,50,51,88
6889,72,60,43,62,76
6890,68,64,35,25,77
6891,71,36,23,45,87
6892,99,100,16,81,93
6893,76,61,14,36,80
6894,65,60,51,82,78
6895,79,66,0,70,87
6896,68,71,58,50,79
6897,72,90,57,38,91
6898,79,27,0,37,71
6899,74,81,37,100,76
6900,85,71,24,61,89
6901,61,78,13,67,94
6902,92,66,6,57,75
6903,53,54,35,55,84
6904,51,15,51,74,74
6905,63,29,21,80,89
6906,87,66,38,53,82
6907,77,73,25,78,74
6908,97,80,70,52,68
6909,79,56,5,74,76
6910,73,63,64,58,72
6911,74,74,44,71,73
6912,84,13,0,53,95
6913,51,58,35,89,79
6914,59,73,54,100,69
6915,70,51,67,64,71
6916,65,55,33,78,71
6917,94,32,52,76,73
6918,64,100,45,41,81
6919,69,100,47,100,84
6920,76,81,55,65,83
6921,79,70,36,61,68
6922,60,83,33,83,80
6923,75,75,78,54,80
6924,87,86,69,57,77
6925,88,95,43,56,73
6926,73,36,76,65,79
6927,53,74,57,35,73
6928,81,47,45,44,82
6929,69,55,87,66,76
6930,90,100,84,46,86
6931,61,29,91,70,100
6932,72,47,55,86,90
6933,87,39,40,100,79
6934,70,91,32,57,84
6935,78,71,30,100,89
6936,82,97,49,100,71
6937,73,62,40,67,83
6938,66,56,83,50,84
6939,85,100,34,95,83
6940,93,30,0,28,75
6941,63,24,49,69,73
6942,69,90,57,68,76
6943,74,26,61,75,81
6944,93,86,72,74,77
6945,76,64,37,44,86
6946,68,100,40,54,85
6947,85,80,45,44,69
6948,69,28,86,51,70
6949,72,100,51,67,97
6950,69,66,2,52,100
6951,79,48,91,35,92
6952,93,82,28,29,90
6953,79,28,0,58,81
6954,72,81,90,98,78
6955,64,83,31,72,89
6956,97,19,71,44,67
6957,69,85,8,71,72
6958,63,28,0,71,79
6959,100,70,74,41,92
6960,62,15,25,85,81
6961,82,64,20,35,75
6962,77,58,40,47,73
6963,79,95,82,32,82
6964,57,72,63,13,69
6965,85,55,54,74,92
6966,81,41,63,76,72
6967,74,78,10,72,75
6968,75,67,7,56,77
6969,81,34,62,25,76
6970,72,64,40,45,81
6971,83,43,27,63,82
6972,66,29,9,78,89
6973,89,100,43,92,80
6974,71,97,61,69,66
6975,83,98,65,59,78
6976,77,85,41,92,79
6977,56,83,4,69,79
6978,93,42,56,51,83
6979,75,44,74,66,76
6980,71,95,100,65,72
6981,100,46,0,63,90
6982,74,100,100,64,93
6983,66,100,35,46,67
6984,77,87,54,61,69
6985,76,36,49,60,72
6986,58,36,79,50,89
6987,67,61,48,30,85
6988,71,100,100,77,78
6989,74,28,20,82,93
6990,84,86,68,83,83
6991,89,82,78,60,75
6992,88,53,0,38,80
6993,85,59,12,57,90
6994,71,28,48,52,62
6995,77,72,15,78,84
6996,85,25,68,75,79
6997,91,72,81,65,86
6998,66,61,16,31,91
6999,76,93,42,20,88
7000,59,53,60,36,83
7001,70,50,28,86,90
7002,80,33,17,41,77
7003,79,36,30,66,82
7004,64,63,51,38,89
7005,83,82,0,60,69
7006,92,96,32,48,88
7007,85,64,0,74,79
7008,82,39,23,48,73
7009,80,65,10,68,69
7010,79,78,74,91,91
7011,72,78,55,49,75
7012,78,48,94,60,77
7013,78,69,39,83,78
7014,79,54,36,24,71
7015,57,86,35,100,84
7016,70,28,29,26,84
7017,72,83,11,24,79
7018,77,79,63,56,88
7019,62,93,17,33,74
7020,78,53,43,61,71
7021,57,67,48,42,67
7022,87,40,2,58,69
7023,79,84,0,49,77
7024,85,100,4,44,81
7025,70,76,13,87,79
7026,87,52,45,62,84
7027,80,7,28,60,61
7028,89,63,55,82,89
7029,84,65,49,58,83
7030,82,76,17,4,84
7031,82,93,86,41,67
7032,76,30,54,87,72
7033,75,91,9,42,84
7034,62,65,10,76,69
7035,58,38,26,60,84
7036,95,66,6,50,64
7037,72,64,86,53,80
7038,80,92,15,70,64
7039,85,64,27,57,100
7040,76,15,100,70,71
7041,82,100,32,61,77
7042,79,55,23,51,76
7043,74,92,72,63,68
7044,84,49,65,69,89
7045,75,87,21,85,70
7046,62,56,0,45,85
7047,73,77,73,100,74
7048,78,78,72,91,89
7049,77,69,55,64,85
7050,69,44,30,33,76
7051,79,7,27,35,80
7052,77,84,44,52,81
7053,49,62,35,46,84
7054,70,63,19,66,86
7055,81,32,60,33,82
7056,73,76,33,33,81
7057,73,85,41,67,80
7058,76,70,30,71,72
7059,99,11,15,86,87
7060,73,83,87,72,89
7061,71,47,51,90,77
7062,75,38,34,72,74
7063,80,48,47,44,84
7064,72,12,28,48,90
7065,85,80,69,72,89
7066,80,57,52,83,93
7067,61,77,74,38,85
7068,82,40,77,30,79
7069,55,70,49,77,76
7070,55,53,75,40,70
7071,75,50,61,80,82
7072,79,52,48,25,79
7073,88,32,60,76,80
7074,83,83,100,58,81
7075,89,56,92,64,75
7076,62,52,50,28,87
7077,81,100,71,82,84
7078,65,54,32,64,79
7079,79,88,9,49,82
7080,58,100,54,59,69
7081,68,60,3,36,94
7082,77,87,35,67,89
7083,81,62,60,65,70
7084,74,29,21,24,76
7085,74,44,39,58,71
7086,64,60,82,77,95
7087,65,18,22,37,85
7088,79,59,82,53,64
7089,73,54,66,38,78
7090,73,58,48,87,83
7091,70,81,40,76,81
7092,73,59,46,65,76
7093,81,52,50,80,81
7094,81,55,43,89,78
7095,82,84,56,58,93
7096,72,37,28,76,91
7097,63,96,64,62,79
7098,78,33,65,36,78
7099,71,100,28,100,69
7100,59,83,62,86,87
7101,73,33,13,39,83
7102,86,66,58,61,85
7103,87,92,74,58,74
7104,76,73,30,59,62
7105,74,19,37,84,89
7106,87,63,49,77,73
7107,74,51,12,12,83
7108,95,93,65,62,68
7109,73,87,38,68,78
7110,63,75,17,46,83
7111,67,36,17,34,86
7112,78,48,72,49,79
7113,79,97,27,53,75
7114,70,57,46,89,88
7115,73,44,40,56,79
7116,83,36,41,52,82
7117,68,47,66,75,95
7118,80,74,59,40,80
7119,79,100,29,68,82
7120,95,71,17,59,80
7121,64,80,45,40,70
7122,85,86,33,100,89
7123,66,55,0,29,86
7124,77,61,47,53,78
7125,74,61,18,75,86
7126,73,8,35,32,74
7127,96,60,34,69,81
7128,72,95,45,44,81
7129,80,81,31,64,87
7130,71,97,27,95,86
7131,65,74,16,98,71
7132,74,99,31,52,83
7133,49,61,45,72,67
7134,86,49,47,64,77
7135,77,87,56,54,79
7136,67,62,17,74,87
7137,76,73,4,24,79
7138,58,90,44,50,78
7139,66,0,0,93,81
7140,74,47,49,31,81
7141,68,75,37,55,78
7142,86,56,36,47,82
7143,60,79,56,60,90
7144,81,50,43,82,73
7145,74,100,4,63,88
7146,69,85,0,91,88
7147,70,74,30,78,81
7148,66,50,56,50,81
7149,68,70,95,38,70
7150,70,61,59,63,81
7151,66,62,54,50,78
7152,63,75,0,45,86
7153,69,42,40,59,66
7154,62,63,0,26,79
7155,70,65,57,88,74
7156,75,52,43,39,77
7157,71,56,68,63,71
7158,87,95,57,58,89
7159,54,100,39,91,78
7160,76,39,29,76,78
7161,88,92,51,50,76
7162,55,71,17,77,83
7163,76,32,82,69,80
7164,63,43,77,68,82
7165,72,57,27,58,85
7166,85,57,58,79,84
7167,72,91,29,57,69
7168,87,100,9,54,86
7169,62,50,25,53,79
7170,68,37,81,61,86
7171,78,74,0,84,83
7172,63,96,46,66,76
7173,84,36,17,55,83
7174,79,20,56,22,86
7175,71,77,59,61,84
7176,70,40,39,100,91
7177,75,51,58,60,73
7178,71,87,0,77,91
7179,76,68,20,51,69
7180,84,53,43,44,91
7181,71,31,38,77,75
7182,79,51,13,60,76
7183,72,97,12,76,81
7184,62,76,95,34,82
7185,68,72,24,45,73
7186,77,69,40,75,84
7187,65,73,96,45,97
7188,69,79,5,32,82
7189,75,63,11,30,85
7190,74,83,100,57,83
7191,85,87,47,69,85
7192,70,79,58,75,65
7193,62,91,3,100,65
7194,78,66,15,99,68
7195,72,74,52,69,79
7196,82,91,16,75,57
7197,68,86,34,72,89
7198,77,46,40,20,88
7199,62,83,60,47,76
7200,69,35,55,89,91
7201,75,46,55,100,65
7202,60,78,39,51,78
7203,88,73,34,57,80
7204,100,20,0,96,82
7205,75,75,30,54,78
7206,69,21,39,71,79
7207,92,84,16,77,74
7208,88,87,41,10,86
7209,82,64,29,70,83
7210,86,67,16,66,85
7211,90,32,37,66,62
7212,87,33,37,49,85
7213,80,92,6,49,87
7214,66,63,11,69,84
7215,66,73,100,50,76
7216,70,95,34,50,86
7217,60,66,25,62,90
7218,81,56,8,74,77
7219,85,59,18,34,66
7220,83,80,55,41,76
7221,88,80,6,67,78
7222,89,67,0,64,82
7223,70,62,7,79,66
7224,69,48,40,49,84
7225,74,85,38,60,74
7226,60,82,90,62,85
7227,78,80,33,50,80
7228,71,63,63,57,90
7229,84,57,32,81,74
7230,77,60,42,22,78
7231,73,20,46,85,94
7232,59,31,38,47,99
7233,63,56,28,62,78
7234,70,46,85,26,86
7235,77,75,0,100,68
7236,91,35,30,51,76
7237,91,31,43,44,89
7238,79,97,45,31,78
7239,68,34,0,57,71
7240,80,100,31,45,74
7241,71,70,15,57,89
7242,82,60,16,27,86
7243,71,71,26,84,71
7244,69,82,28,66,89
7245,64,55,23,59,75
7246,76,85,90,53,90
7247,82,75,100,66,77
7248,65,58,85,74,76
7249,86,100,71,29,74
7250,83,70,0,91,83
7251,74,72,37,46,93
7252,70,95,0,55,87
7253,69,68,70,84,76
7254,98,58,44,67,81
7255,50,42,16,64,78
7256,87,39,21,74,82
7257,83,100,52,77,86
7258,91,100,42,71,79
7259,71,82,65,70,73
7260,93,44,79,68,79
7261,89,78,60,35,63
7262,94,57,8,71,81
7263,71,32,20,77,66
7264,79,86,100,48,76
7265,78,78,0,59,90
7266,46,59,18,74,78
7267,76,70,3,48,90
7268,78,69,0,56,80
7269,83,78,20,84,88
7270,77,69,10,76,89
7271,72,62,62,75,75
7272,73,100,50,77,71
7273,73,58,0,63,81
7274,78,71,20,49,84
7275,78,67,25,79,91
7276,83,91,13,49,72
7277,56,63,40,17,79
7278,81,71,66,30,84
7279,84,19,20,51,92
7280,86,52,72,100,77
7281,68,34,42,62,93
7282,79,100,34,27,96
7283,76,71,10,75,78
7284,82,65,0,64,84
7285,66,58,43,68,86
7286,92,48,55,54,72
7287,58,100,100,49,73
7288,78,87,65,88,80
7289,88,66,55,66,57
7290,81,59,45,84,70
7291,70,43,62,66,89
7292,78,60,69,89,81
7293,62,88,30,47,70
7294,68,76,19,57,86
7295,74,56,74,61,72
7296,70,72,25,50,83
7297,82,60,76,54,74
7298,79,61,46,58,78
7299,83,57,43,32,84
7300,72,22,43,76,73
7301,68,54,7,72,80
7302,68,86,39,62,84
7303,83,64,64,37,95
7304,84,62,18,27,81
7305,85,100,41,33,62
7306,67,93,28,67,93
7307,84,73,28,77,84
7308,81,72,90,82,72
7309,55,62,27,45,93
7310,62,76,52,100,77
7311,76,59,44,50,91
7312,64,48,70,49,86
7313,74,86,28,78,79
7314,77,43,79,32,81
7315,89,100,41,78,88
7316,89,86,73,84,70
7317,59,68,39,80,68
7318,74,72,56,24,73
7319,85,58,0,81,83
7320,89,27,0,26,77
7321,64,41,56,78,81
7322,100,87,55,44,85
7323,81,54,79,65,85
7324,75,100,26,48,74
7325,84,76,92,86,81
7326,96,76,6,45,79
7327,68,75,52,40,91
7328,82,94,83,81,77
7329,73,51,98,44,75
7330,87,40,86,27,78
7331,90,94,47,66,85
7332,57,53,11,49,84
7333,84,62,42,97,83
7334,80,66,60,63,72
7335,80,58,36,81,71
