准考證號,國文,英文,數學
1838,81,56,55
3495,77,60,94
5535,69,100,88
780,80,100,51
1691,64,100,43
7692,92,77,51
5273,68,51,59
9556,81,55,42
1828,89,38,66
9587,69,44,80
4339,86,73,34
5600,80,66,43
7434,79,92,36
7802,78,0,24
2549,55,68,43
9992,80,55,72
1549,68,30,53
1365,73,49,10
4304,80,90,15
4854,67,38,38
6103,91,81,31
2181,83,88,26
9580,79,47,19
3563,71,100,31
3250,87,73,0
5972,65,39,24
6894,65,60,51
401,71,100,54
6335,67,52,48
2068,65,55,55
4264,81,100,10
2253,79,74,20
5258,75,23,49
4183,71,64,18
6127,67,49,39
4616,83,61,46
2719,73,60,0
1063,66,100,100
7370,82,70,36
1173,76,97,11
4475,84,58,66
8895,71,78,35
3103,71,54,38
5561,85,51,68
8616,77,64,23
1912,69,40,30
4935,71,100,61
9888,57,78,70
2750,52,88,64
8434,67,67,16
4084,69,69,24
6966,81,41,63
9482,77,46,6
4212,82,86,18
8901,72,62,100
4032,81,100,0
8824,69,92,47
7639,79,77,0
1708,81,54,53
4909,73,52,0
2539,72,28,28
6467,70,30,53
8861,81,57,35
2567,83,25,48
5058,84,100,30
3723,79,100,88
5666,55,50,45
6340,73,73,13
5383,69,100,66
5365,87,100,24
7041,82,100,32
3410,70,93,0
7234,70,46,85
7410,78,78,36
6580,79,12,2
6543,67,92,42
9054,72,81,5
7775,64,34,76
7760,68,35,45
6492,72,78,11
6591,60,70,46
8597,79,68,82
3959,52,77,19
4943,71,85,37
7162,55,71,17
7179,76,68,20
5408,58,71,0
6837,91,87,0
4632,80,0,100
8640,76,90,50
3525,75,24,18
4492,56,42,26
8763,70,52,7
7078,65,54,32
4510,68,62,32
4283,88,65,25
532,68,86,54
7089,73,54,66
4529,84,36,17
1135,79,36,52
8931,62,70,7
6775,76,66,2
5739,67,38,45
5696,69,71,47
8662,72,56,17
9833,72,17,0
51,78,34,61
8305,66,32,26
9856,54,41,4
9625,76,82,43
5683,65,76,0
9098,62,100,0
1045,78,62,36
2260,62,49,0
5825,70,82,31
3109,82,65,24
6182,85,88,0
9661,82,10,80
7602,77,60,74
8051,78,42,18
3886,73,53,50
7269,83,78,20
1960,73,78,44
4683,76,55,3
5583,78,78,57
4454,78,87,5
6039,54,80,15
7482,73,72,82
2997,67,58,68
5630,64,66,37
509,78,33,12
2813,80,72,40
2566,57,93,40
9583,75,48,53
2037,86,13,83
6839,72,71,76
2502,60,100,36
2156,74,52,53
995,73,31,23
3020,87,42,87
2228,80,13,60
2819,92,72,19
8613,85,27,0
420,85,71,40
906,72,47,51
6754,71,42,0
8294,70,71,48
4003,83,82,11
718,83,78,67
6808,79,87,60
3289,94,40,83
7464,72,100,56
2629,84,52,0
7840,80,67,42
1736,78,59,1
3264,78,100,31
6665,75,80,11
8063,73,47,9
6768,72,60,56
7842,72,89,64
2045,75,80,38
1928,64,40,57
7421,74,59,31
6844,55,87,31
4940,60,67,53
2203,77,61,18
8367,70,54,0
9889,87,100,53
550,67,60,44
2250,67,33,29
3597,58,26,57
8506,76,73,46
1969,86,76,48
5189,73,59,12
9787,71,82,45
9031,74,100,19
127,76,100,33
6174,79,46,49
8014,66,71,4
1097,76,51,26
8050,68,76,50
3823,87,100,48
1967,66,50,42
7879,71,45,0
6925,88,95,43
415,62,56,0
5954,59,83,22
3454,67,40,53
3811,99,36,36
3475,82,7,0
3722,81,24,100
786,68,31,58
269,70,72,0
9800,76,45,37
678,83,49,38
9602,91,86,42
5545,77,28,39
9230,62,95,47
7208,88,87,41
3923,77,39,19
3142,56,61,3
5832,96,71,16
4816,69,47,75
3612,99,100,50
341,83,50,63
3383,67,23,73
958,99,44,45
2775,80,24,62
9700,74,100,17
4546,75,99,55
4274,74,76,100
1860,75,31,33
580,74,100,49
4168,62,28,7
1224,59,66,90
5226,91,100,68
9566,64,59,34
9983,90,100,35
7527,68,92,31
1743,86,46,25
4333,69,29,70
2945,81,27,0
3190,85,47,28
8195,87,76,31
2961,86,34,61
5006,62,86,70
3476,70,64,58
3822,80,47,50
1998,100,30,47
1528,96,32,59
9650,77,60,35
6836,73,32,89
9916,84,89,56
870,95,52,31
270,84,58,33
3592,88,30,82
672,80,83,49
7644,84,57,73
2413,66,47,22
6043,70,76,23
2227,87,37,14
9976,90,57,0
8719,74,100,7
347,76,38,38
8080,83,62,51
764,62,51,62
8621,77,36,100
2294,71,50,74
387,88,30,100
6284,68,51,47
8476,57,100,30
658,77,100,21
8429,74,100,67
8261,66,65,46
3364,75,93,86
2392,84,84,34
8186,81,100,0
1648,100,70,52
392,81,32,21
585,68,48,45
2187,75,38,8
1724,66,96,48
191,69,66,60
3074,59,68,38
3044,63,84,71
8023,60,46,37
8166,63,57,53
5288,76,100,76
9309,84,100,48
4420,86,96,44
8268,80,73,1
2429,80,80,22
4054,71,71,26
3750,80,50,66
8826,74,75,9
291,53,58,81
1788,100,81,10
3654,84,55,84
3941,61,72,83
1021,69,100,44
1987,56,65,0
7763,79,85,0
4997,76,80,28
3440,70,65,8
154,83,100,76
5924,61,60,17
6776,77,78,14
4394,67,100,35
6948,69,28,86
3584,78,66,13
4275,67,38,47
4162,92,81,90
6198,58,32,43
6330,83,82,16
2958,84,27,27
8220,74,35,40
7859,58,4,19
1436,61,1,32
4299,70,95,0
250,78,52,59
2995,77,61,48
5756,77,60,9
8245,64,36,70
444,84,100,72
9910,84,56,31
4271,77,100,8
7901,72,93,66
5389,67,24,35
6892,99,100,16
5220,66,100,65
6270,68,84,37
3844,87,56,76
1349,72,79,40
926,66,66,82
5955,73,88,67
7076,62,52,50
9353,79,56,7
8164,66,41,43
775,88,39,66
4738,87,98,55
3586,78,46,29
9028,79,61,45
2256,68,94,42
686,71,49,24
8878,59,61,54
3560,72,100,25
531,60,69,32
969,67,61,72
1040,75,76,31
1887,80,63,80
974,68,25,36
523,77,33,0
787,73,100,54
2535,76,54,0
1079,77,59,24
7104,76,73,30
2470,79,29,57
4004,74,65,71
1483,86,76,0
1405,71,86,51
6652,80,70,37
1844,78,12,28
5173,63,38,28
6577,78,95,16
3060,82,61,10
6530,70,51,54
3908,90,83,15
4418,81,91,49
925,59,46,57
2460,73,63,39
2430,52,69,33
6077,86,21,47
1983,79,83,20
7568,85,100,73
8569,82,99,40
4832,60,87,30
6252,74,27,26
2270,81,52,87
1054,75,82,75
7971,76,62,56
644,65,52,19
2797,59,38,22
7653,89,61,26
9342,94,100,100
8622,68,88,41
6204,64,80,45
4163,72,70,84
8509,65,100,0
1524,74,45,33
3245,69,59,74
3869,62,64,68
6515,67,69,54
7811,69,76,19
7267,76,70,3
7896,60,59,65
3754,95,58,69
9285,79,70,24
3184,68,83,50
7064,72,12,28
111,81,16,70
9400,82,54,10
8114,86,86,0
7182,79,51,13
5088,64,10,34
1740,84,100,3
2049,95,52,28
5608,82,59,0
1249,83,46,18
2332,83,67,98
8226,68,39,38
7819,81,89,70
9205,79,70,70
9024,65,100,63
2723,73,52,62
6304,73,77,23
7656,73,60,25
7123,66,55,0
4132,81,62,75
2349,70,51,42
4870,55,35,56
7132,74,99,31
5470,81,74,88
8751,66,46,39
7757,77,65,41
397,70,72,30
8363,75,82,45
8586,75,69,27
7153,69,42,40
8034,64,51,55
7009,80,65,10
3101,78,67,54
5416,67,45,61
2617,77,39,11
1564,71,86,29
6920,76,81,55
3996,73,68,46
6799,69,2,32
4786,80,34,17
2654,84,75,27
4564,74,94,34
9082,79,75,41
8298,82,100,55
63,73,20,84
37,61,75,89
8785,75,54,54
6148,82,92,38
854,81,35,44
7625,80,79,62
3438,85,50,82
8915,86,73,54
7670,84,79,41
9933,61,56,57
5517,56,98,50
1589,86,49,39
4068,69,68,75
860,63,71,19
2212,99,57,53
4270,75,51,54
1299,81,99,26
5109,71,82,47
6561,64,100,86
2305,86,52,0
7671,72,34,48
6116,76,60,62
3343,79,70,70
2401,100,100,46
1521,66,100,91
4458,85,100,75
1553,70,82,43
750,72,80,57
8062,77,96,47
5297,73,87,86
7984,84,60,0
7515,88,32,10
6772,86,37,10
498,80,66,86
7844,89,20,44
6626,70,65,13
3300,80,62,24
8810,75,38,0
4633,72,77,43
6038,79,61,51
5345,75,72,37
3202,75,47,69
394,66,77,50
2396,59,88,55
6682,94,47,78
8341,79,69,49
4776,72,19,41
9761,48,45,0
2315,83,83,54
7537,46,73,25
1848,49,64,39
6777,63,87,18
5446,76,70,0
1036,71,56,100
4465,63,73,70
4319,67,77,35
7322,100,87,55
1397,95,93,10
8488,76,85,85
2518,76,36,2
840,88,48,64
2918,74,83,37
9485,72,74,75
4701,73,52,100
2979,72,67,0
4292,79,57,47
6755,52,42,45
1291,81,65,60
2344,93,70,74
2094,83,100,64
7074,83,83,100
4227,76,73,90
7340,61,71,41
2027,89,67,40
9383,76,83,26
7163,76,32,82
6119,78,41,27
7134,86,49,47
9157,100,30,88
8698,74,43,39
9538,79,72,20
4057,77,91,24
8655,60,100,69
5940,100,63,21
5686,78,61,19
6193,73,69,32
5890,78,97,40
4995,72,70,79
8957,84,59,60
6070,79,51,32
2141,74,100,45
6716,67,51,66
3676,67,52,67
3012,65,36,0
2053,81,89,0
7795,81,69,42
4675,78,65,39
9677,70,82,27
2052,91,100,23
2890,85,39,0
8468,55,69,47
7502,67,32,59
6743,59,61,26
7361,76,73,54
8927,90,85,15
9084,68,99,26
1933,75,22,83
7627,74,59,59
9337,81,68,95
8910,58,100,26
8153,69,66,64
4107,85,82,55
6372,80,29,58
5567,73,36,20
8831,72,73,50
8215,83,48,44
8466,75,72,42
9545,81,50,52
2435,94,99,45
3842,79,11,1
355,66,43,23
8970,86,66,99
1698,74,52,94
5410,71,58,0
7932,73,66,96
2269,80,93,27
9001,76,12,24
6308,69,33,56
985,70,12,99
3016,83,38,40
4285,74,11,51
3975,73,17,56
7575,83,100,47
3294,79,46,39
7570,80,77,67
3093,83,78,0
1286,93,92,2
706,88,61,44
9148,82,65,50
2814,74,81,42
9801,73,100,12
6089,79,59,5
4436,78,57,55
8752,76,100,30
8880,76,97,55
2186,88,100,40
6941,63,24,49
2304,74,65,60
5352,89,76,26
6265,64,47,40
7449,72,72,49
1084,66,72,35
6128,67,58,37
